File_name,Compound_name,Column,Organic_modifier,pH,Additive,Retention_time,Peak_Area_IC,S.N,Concentration_(mol/L),SMILES,slope
200318,2-(Methylthio)benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,15.34,1367513825,188,0.004322188,CSc1nc2ccccc2s1,3.16394E+11
200318,2-(Methylthio)benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,15.33,2651721729,405,0.008644377,CSc1nc2ccccc2s1,3.06757E+11
200318,2-(Methylthio)benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,15.34,6565712130,1006,0.021610942,CSc1nc2ccccc2s1,3.03814E+11
200318,2-(Methylthio)benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,15.34,12727816947,1716,0.043221885,CSc1nc2ccccc2s1,2.94476E+11
200318,2-(Methylthio)benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,15.36,22547810668,2990,0.086443769,CSc1nc2ccccc2s1,2.60838E+11
200318,4-Chloroaniline,C18-Mixed,Acetonitrile,2.7,Formic acid,5.52,9584629493,289,0.006297484,c1cc(ccc1Cl)N,1.52198E+12
200318,4-Chloroaniline,C18-Mixed,Acetonitrile,2.7,Formic acid,5.52,19127302182,585,0.012594969,c1cc(ccc1Cl)N,1.51865E+12
200318,4-Chloroaniline,C18-Mixed,Acetonitrile,2.7,Formic acid,5.52,42684053426,1314,0.031487421,c1cc(ccc1Cl)N,1.35559E+12
200318,4-Chloroaniline,C18-Mixed,Acetonitrile,2.7,Formic acid,5.52,74694760554,2379,0.062974843,c1cc(ccc1Cl)N,1.1861E+12
200318,4-Chloroaniline,C18-Mixed,Acetonitrile,2.7,Formic acid,5.52,1.21307E+11,2336,0.125949685,c1cc(ccc1Cl)N,9.63141E+11
200318,4-Chloroaniline,C18-Mixed,Methanol,2.7,Formic acid,5.59,11366901143,411,0.006297484,c1cc(ccc1Cl)N,1.80499E+12
200318,4-Chloroaniline,C18-Mixed,Methanol,2.7,Formic acid,5.57,21235219771,737,0.012594969,c1cc(ccc1Cl)N,1.68601E+12
200318,4-Chloroaniline,C18-Mixed,Methanol,2.7,Formic acid,5.57,44210048292,1588,0.031487421,c1cc(ccc1Cl)N,1.40405E+12
200318,4-Chloroaniline,C18-Mixed,Methanol,2.7,Formic acid,5.57,75194717366,2866,0.062974843,c1cc(ccc1Cl)N,1.19404E+12
200318,4-Chloroaniline,C18-Mixed,Methanol,2.7,Formic acid,5.59,1.20064E+11,3802,0.125949685,c1cc(ccc1Cl)N,9.5327E+11
200318,5-Methyl-1H-benzotriazole,C18-Mixed,Acetonitrile,2.7,Formic acid,7.25,18086847901,1506,0.005764536,Cc1ccc2c(c1)[nH]nn2,3.13761E+12
200318,5-Methyl-1H-benzotriazole,C18-Mixed,Acetonitrile,2.7,Formic acid,7.25,33729207847,1745,0.011529072,Cc1ccc2c(c1)[nH]nn2,2.92558E+12
200318,5-Methyl-1H-benzotriazole,C18-Mixed,Acetonitrile,2.7,Formic acid,7.25,66800771445,4590,0.028822679,Cc1ccc2c(c1)[nH]nn2,2.31765E+12
200318,5-Methyl-1H-benzotriazole,C18-Mixed,Acetonitrile,2.7,Formic acid,7.25,1.01167E+11,4240,0.057645358,Cc1ccc2c(c1)[nH]nn2,1.755E+12
200318,5-Methyl-1H-benzotriazole,C18-Mixed,Acetonitrile,2.7,Formic acid,7.25,1.34595E+11,6930,0.115290716,Cc1ccc2c(c1)[nH]nn2,1.16744E+12
200318,5-Methyl-1H-benzotriazole,C18-Mixed,Methanol,2.7,Formic acid,10.69,19831132027,1859,0.005764536,Cc1ccc2c(c1)[nH]nn2,3.4402E+12
200318,5-Methyl-1H-benzotriazole,C18-Mixed,Methanol,2.7,Formic acid,10.69,37429021346,3130,0.011529072,Cc1ccc2c(c1)[nH]nn2,3.24649E+12
200318,5-Methyl-1H-benzotriazole,C18-Mixed,Methanol,2.7,Formic acid,10.69,75601792415,6972,0.028822679,Cc1ccc2c(c1)[nH]nn2,2.623E+12
200318,5-Methyl-1H-benzotriazole,C18-Mixed,Methanol,2.7,Formic acid,10.71,1.18156E+11,8460,0.057645358,Cc1ccc2c(c1)[nH]nn2,2.0497E+12
200318,5-Methyl-1H-benzotriazole,C18-Mixed,Methanol,2.7,Formic acid,10.71,1.57357E+11,10123,0.115290716,Cc1ccc2c(c1)[nH]nn2,1.36487E+12
200318,Abietic acid,C18-Mixed,Acetonitrile,2.7,Formic acid,18.92,439535025.2,82,0.002515873,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,1.74705E+11
200318,Abietic acid,C18-Mixed,Acetonitrile,2.7,Formic acid,18.92,815111614,160,0.005031746,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,1.61994E+11
200318,Abietic acid,C18-Mixed,Acetonitrile,2.7,Formic acid,18.92,1891646717,328,0.012579364,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,1.50377E+11
200318,Abietic acid,C18-Mixed,Acetonitrile,2.7,Formic acid,18.92,4810750800,863,0.025158728,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,1.91216E+11
200318,Abietic acid,C18-Mixed,Acetonitrile,2.7,Formic acid,18.92,8673723840,1083,0.050317457,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,1.7238E+11
200318,Abietic acid,C18-Mixed,Methanol,2.7,Formic acid,20.98,157197841.6,40,0.002515873,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,62482426981
200318,Abietic acid,C18-Mixed,Methanol,2.7,Formic acid,21,319305016.4,64,0.005031746,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,63458098940
200318,Abietic acid,C18-Mixed,Methanol,2.7,Formic acid,21.02,1015841862,184,0.012579364,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,80754626573
200318,Abietic acid,C18-Mixed,Methanol,2.7,Formic acid,21.02,2230731785,384,0.025158728,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,88666316573
200318,Abietic acid,C18-Mixed,Methanol,2.7,Formic acid,21,3944418418,685,0.050317457,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,78390655135
200318,Alachlor,C18-Mixed,Acetonitrile,2.7,Formic acid,14.45,36068886008,2732,0.002918956,CCc1cccc(CC)c1N(COC)C(=O)CCl,1.23568E+13
200318,Alachlor,C18-Mixed,Acetonitrile,2.7,Formic acid,14.45,64230631679,5397,0.005837912,CCc1cccc(CC)c1N(COC)C(=O)CCl,1.10023E+13
200318,Alachlor,C18-Mixed,Acetonitrile,2.7,Formic acid,14.45,1.31048E+11,9521,0.014594781,CCc1cccc(CC)c1N(COC)C(=O)CCl,8.97911E+12
200318,Alachlor,C18-Mixed,Acetonitrile,2.7,Formic acid,14.45,2.3516E+11,17783,0.029189562,CCc1cccc(CC)c1N(COC)C(=O)CCl,8.05632E+12
200318,Alachlor,C18-Mixed,Acetonitrile,2.7,Formic acid,14.45,3.27558E+11,16905,0.058379124,CCc1cccc(CC)c1N(COC)C(=O)CCl,5.61087E+12
200318,Alachlor,C18-Mixed,Methanol,2.7,Formic acid,16.865,23027145301,843,0.002918956,CCc1cccc(CC)c1N(COC)C(=O)CCl,7.88883E+12
200318,Alachlor,C18-Mixed,Methanol,2.7,Formic acid,16.885,44061465073,1637,0.005837912,CCc1cccc(CC)c1N(COC)C(=O)CCl,7.54747E+12
200318,Alachlor,C18-Mixed,Methanol,2.7,Formic acid,16.885,97573590362,3741,0.014594781,CCc1cccc(CC)c1N(COC)C(=O)CCl,6.68551E+12
200318,Alachlor,C18-Mixed,Methanol,2.7,Formic acid,16.89,1.95438E+11,6455,0.029189562,CCc1cccc(CC)c1N(COC)C(=O)CCl,6.69547E+12
200318,Alachlor,C18-Mixed,Methanol,2.7,Formic acid,16.885,2.99022E+11,9682,0.058379124,CCc1cccc(CC)c1N(COC)C(=O)CCl,5.12207E+12
200318,Ametryn,C18-Mixed,Acetonitrile,2.7,Formic acid,8.85,50027914492,6199,0.003365595,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,1.48645E+13
200318,Ametryn,C18-Mixed,Acetonitrile,2.7,Formic acid,8.85,80725884101,10945,0.00673119,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,1.19928E+13
200318,Ametryn,C18-Mixed,Acetonitrile,2.7,Formic acid,8.85,1.24733E+11,11129,0.016827974,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,7.41223E+12
200318,Ametryn,C18-Mixed,Acetonitrile,2.7,Formic acid,8.85,1.62393E+11,14324,0.033655948,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,4.8251E+12
200318,Ametryn,C18-Mixed,Acetonitrile,2.7,Formic acid,8.85,2.04207E+11,12878,0.067311896,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,3.03375E+12
200318,Ametryn,C18-Mixed,Methanol,2.7,Formic acid,12.73,60783302489,5876,0.003365595,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,1.80602E+13
200318,Ametryn,C18-Mixed,Methanol,2.7,Formic acid,12.73,97768178388,8447,0.00673119,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,1.45247E+13
200318,Ametryn,C18-Mixed,Methanol,2.7,Formic acid,12.75,1.48292E+11,10665,0.016827974,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,8.8122E+12
200318,Ametryn,C18-Mixed,Methanol,2.7,Formic acid,12.75,1.87886E+11,9266,0.033655948,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,5.58255E+12
200318,Ametryn,C18-Mixed,Methanol,2.7,Formic acid,12.75,2.17885E+11,10071,0.067311896,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,3.23695E+12
200318,Atraton,C18-Mixed,Acetonitrile,2.7,Formic acid,6.34,42812981509,5545,0.003481529,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)OC,1.22972E+13
200318,Atraton,C18-Mixed,Acetonitrile,2.7,Formic acid,6.34,74606880244,9740,0.006963059,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)OC,1.07147E+13
200318,Atraton,C18-Mixed,Acetonitrile,2.7,Formic acid,6.34,1.34981E+11,15101,0.017407647,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)OC,7.75411E+12
200318,Atraton,C18-Mixed,Acetonitrile,2.7,Formic acid,6.34,1.78771E+11,14461,0.034815294,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)OC,5.13485E+12
200318,Atraton,C18-Mixed,Acetonitrile,2.7,Formic acid,6.34,2.2229E+11,13996,0.069630589,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)OC,3.19241E+12
200318,Atraton,C18-Mixed,Methanol,2.7,Formic acid,10.02,54858423937,6317,0.003481529,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)OC,1.5757E+13
200318,Atraton,C18-Mixed,Methanol,2.7,Formic acid,10.02,97144332919,12507,0.006963059,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)OC,1.39514E+13
200318,Atraton,C18-Mixed,Methanol,2.7,Formic acid,10.04,1.78951E+11,17420,0.017407647,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)OC,1.028E+13
200318,Atraton,C18-Mixed,Methanol,2.7,Formic acid,10.02,2.37137E+11,16811,0.034815294,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)OC,6.81129E+12
200318,Atraton,C18-Mixed,Methanol,2.7,Formic acid,10.02,2.77328E+11,18310,0.069630589,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)OC,3.98284E+12
200318,Atrazine,C18-Mixed,Acetonitrile,2.7,Formic acid,10.99,34557295247,1656,0.003301602,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,1.04668E+13
200318,Atrazine,C18-Mixed,Acetonitrile,2.7,Formic acid,10.99,57878006352,4511,0.006603204,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,8.76514E+12
200318,Atrazine,C18-Mixed,Acetonitrile,2.7,Formic acid,10.99,1.05344E+11,8052,0.01650801,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,6.38139E+12
200318,Atrazine,C18-Mixed,Acetonitrile,2.7,Formic acid,10.99,1.45697E+11,8435,0.033016021,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,4.41293E+12
200318,Atrazine,C18-Mixed,Acetonitrile,2.7,Formic acid,10.99,1.85604E+11,11079,0.066032042,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,2.81082E+12
200318,Atrazine,C18-Mixed,Methanol,2.7,Formic acid,14.19,35164032845,2700,0.003301602,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,1.06506E+13
200318,Atrazine,C18-Mixed,Methanol,2.7,Formic acid,14.19,62101564397,3934,0.006603204,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,9.40476E+12
200318,Atrazine,C18-Mixed,Methanol,2.7,Formic acid,14.19,1.11164E+11,7854,0.01650801,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,6.73392E+12
200318,Atrazine,C18-Mixed,Methanol,2.7,Formic acid,14.21,1.56819E+11,8653,0.033016021,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,4.7498E+12
200318,Atrazine,C18-Mixed,Methanol,2.7,Formic acid,14.21,1.97922E+11,10091,0.066032042,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,2.99736E+12
200318,Benzothiazole,C18-Mixed,Acetonitrile,2.7,Formic acid,9.15,49687620.43,1,0.006222464,c1ccc2c(c1)ncs2,7985200693
200318,Benzothiazole,C18-Mixed,Acetonitrile,2.7,Formic acid,9.17,174527251.9,3,0.012444927,c1ccc2c(c1)ncs2,14023967346
200318,Benzothiazole,C18-Mixed,Acetonitrile,2.7,Formic acid,9.17,390661266.5,14,0.031112318,c1ccc2c(c1)ncs2,12556482234
200318,Benzothiazole,C18-Mixed,Acetonitrile,2.7,Formic acid,9.17,862207459.7,18,0.062224636,c1ccc2c(c1)ncs2,13856368135
200318,Benzothiazole,C18-Mixed,Acetonitrile,2.7,Formic acid,9.17,1556584906,21,0.124449271,c1ccc2c(c1)ncs2,12507786411
200318,Benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,11.75,137041306.8,16,0.006222464,c1ccc2c(c1)ncs2,22023641469
200318,Benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,11.76,282059472.3,30,0.012444927,c1ccc2c(c1)ncs2,22664614184
200318,Benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,11.76,737404466.8,74,0.031112318,c1ccc2c(c1)ncs2,23701367094
200318,Benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,11.78,1463593656,154,0.062224636,c1ccc2c(c1)ncs2,23521128547
200318,Benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,11.76,2863473937,343,0.124449271,c1ccc2c(c1)ncs2,23009165934
200318,Bicalutamide,C18-Mixed,Acetonitrile,2.7,Formic acid,12.78,3221143670,1253,0.001873362,C[C@](CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O,1.71945E+12
200318,Bicalutamide,C18-Mixed,Acetonitrile,2.7,Formic acid,12.78,6255448923,2059,0.003746723,C[C@](CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O,1.66958E+12
200318,Bicalutamide,C18-Mixed,Acetonitrile,2.7,Formic acid,12.78,14458157433,4292,0.009366808,C[C@](CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O,1.54355E+12
200318,Bicalutamide,C18-Mixed,Acetonitrile,2.7,Formic acid,12.78,26002099178,7934,0.018733615,C[C@](CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O,1.38799E+12
200318,Bicalutamide,C18-Mixed,Acetonitrile,2.7,Formic acid,12.78,42142855442,13814,0.03746723,C[C@](CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O,1.12479E+12
200318,Bicalutamide,C18-Mixed,Methanol,2.7,Formic acid,15.01,4058533742,29,0.001873362,C[C@](CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O,2.16644E+12
200318,Bicalutamide,C18-Mixed,Methanol,2.7,Formic acid,15.01,8241098329,107,0.003746723,C[C@](CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O,2.19955E+12
200318,Bicalutamide,C18-Mixed,Methanol,2.7,Formic acid,15.03,17754214995,148,0.009366808,C[C@](CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O,1.89544E+12
200318,Bicalutamide,C18-Mixed,Methanol,2.7,Formic acid,15.01,33343379190,381,0.018733615,C[C@](CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O,1.77987E+12
200318,Bicalutamide,C18-Mixed,Methanol,2.7,Formic acid,15.01,55283275705,673,0.03746723,C[C@](CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O,1.47551E+12
200318,Caffeine,C18-Mixed,Acetonitrile,2.7,Formic acid,5.09,4744105895,332,0.004022532,Cn1cnc2c1c(=O)n(C)c(=O)n2C,1.17938E+12
200318,Caffeine,C18-Mixed,Acetonitrile,2.7,Formic acid,5.09,10270485261,437,0.008045065,Cn1cnc2c1c(=O)n(C)c(=O)n2C,1.27662E+12
200318,Caffeine,C18-Mixed,Acetonitrile,2.7,Formic acid,5.09,23086385944,1351,0.020112662,Cn1cnc2c1c(=O)n(C)c(=O)n2C,1.14785E+12
200318,Caffeine,C18-Mixed,Acetonitrile,2.7,Formic acid,5.09,42565049936,2452,0.040225324,Cn1cnc2c1c(=O)n(C)c(=O)n2C,1.05817E+12
200318,Caffeine,C18-Mixed,Acetonitrile,2.7,Formic acid,5.09,75273607361,5163,0.080450648,Cn1cnc2c1c(=O)n(C)c(=O)n2C,9.35649E+11
200318,Caffeine,C18-Mixed,Methanol,2.7,Formic acid,8.07,5782045090,279,0.004022532,Cn1cnc2c1c(=O)n(C)c(=O)n2C,1.43741E+12
200318,Caffeine,C18-Mixed,Methanol,2.7,Formic acid,8.07,11662169206,777,0.008045065,Cn1cnc2c1c(=O)n(C)c(=O)n2C,1.44961E+12
